work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,action_correct,actor_correct,affected_correct,consequence_correct,correct_count_0_4,scenario_all_4_correct,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd,rating_condition_id,english_baseline_rating,matched_condition_rating,absolute_rating_shift,comprehension_proportion,any_comprehension_error,shift_tier_manuscript
S48__bn__literal__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"A, B, C, D",1006,10,1016,0.003168,bn_translation_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S48__bn__adapted__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"A, B, C, D",1004,10,1014,0.003162,bn_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S48__hi__literal__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"A, B, C, D",310,7,317,0.000528,hi_translation_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S48__ta__adapted__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"A,B,C,D",465,4,469,0.0012025,ta_adapted_reason_en,3.0,4.0,1.0,1.0,0,Higher-shift
S48__hi__adapted__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"A, B, C, D",309,7,316,0.0005265,hi_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S48__ta__literal__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"A,B,C,D",1122,10,1132,0.003516,ta_translation_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S48__es__literal__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"A,B,C,D",297,4,301,0.0007825,es_translation_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S48__ta__adapted__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"A,B,C,D",1111,10,1121,0.003483,ta_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S48__ta__adapted__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,0,1,1,3,0,"B, B, C, D",343,7,350,0.0005775,ta_adapted_reason_en,4.0,5.0,1.0,0.75,1,Higher-shift
S48__es__adapted__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"A,B,C,D",296,4,300,0.00078,es_adapted_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S48__bn__adapted__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"A, B, C, D",276,7,283,0.000477,bn_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S48__ja__literal__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,A、B、C、D,424,7,431,0.00113,ja_translation_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S48__es__adapted__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"A, B, C, D",294,7,301,0.000504,es_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S48__es__literal__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"A,B,C,D",380,10,390,0.00129,es_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S48__ja__adapted__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,A、B、C、D,423,7,430,0.0011275,ja_adapted_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S48__ja__literal__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,A、B、C、D,471,10,481,0.001563,ja_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S48__ja__literal__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"A, B, C, D",309,7,316,0.0005265,ja_translation_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S48__ar__literal__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,A، B، C، D,313,7,320,0.0008525,ar_translation_reason_en,3.0,3.0,0.0,1.0,0,Higher-shift
S48__ja__adapted__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"A, B, C, D",310,7,317,0.000528,ja_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S48__es__adapted__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"A,B,C,D",378,10,388,0.001284,es_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S48__ar__literal__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"A, B, C, D",319,7,326,0.0005415,ar_translation_reason_en,4.0,6.0,2.0,1.0,0,Higher-shift
S48__es__literal__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"A, B, C, D",295,7,302,0.0005055,es_translation_reason_en,4.0,7.0,3.0,1.0,0,Higher-shift
S49__hi__literal__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"C, D, A, B",385,7,392,0.0010325,hi_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S48__ar__adapted__chatgpt,S48,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,A، B، C، D,311,7,318,0.0008475,ar_adapted_reason_en,3.0,6.0,3.0,1.0,0,Higher-shift
S48__ar__adapted__gemini_flash,S48,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"A, B, C, D",317,7,324,0.0005385,ar_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S49__hi__adapted__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"C, D, A, B",391,7,398,0.0010475,hi_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__hi__literal__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"C, D, A, B",841,10,851,0.002673,hi_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S48__ja__adapted__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,A、B、C、D,470,10,480,0.00156,ja_adapted_reason_en,5.0,4.0,1.0,1.0,0,Higher-shift
S49__hi__literal__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"C, D, A, B",306,7,313,0.000522,hi_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S48__ar__adapted__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,A، B، C، D,635,10,645,0.002055,ar_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S49__bn__literal__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,0,1,1,3,0,"B, D, A, B",420,7,427,0.00112,bn_translation_reason_en,7.0,7.0,0.0,0.75,1,Lower-shift
S49__hi__adapted__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"C, D, A, B",312,7,319,0.000531,hi_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__hi__adapted__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"C, D, A, B",852,10,862,0.002706,hi_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S48__ar__literal__claude,S48,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,A، B، C، D,639,10,649,0.002067,ar_translation_reason_en,5.0,6.0,1.0,1.0,0,Higher-shift
S49__bn__literal__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"C, D, A, B",1037,10,1047,0.003261,bn_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__bn__adapted__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,0,1,1,3,0,"B, D, A, B",415,7,422,0.0011075,bn_adapted_reason_en,7.0,7.0,0.0,0.75,1,Lower-shift
S49__bn__literal__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"C, D, A, B",299,7,306,0.0005115,bn_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ta__literal__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"C,D,A,B",453,4,457,0.0011725,ta_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__bn__adapted__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"C, D, A, B",294,7,301,0.000504,bn_adapted_reason_en,7.0,6.0,1.0,1.0,0,Lower-shift
S49__ta__adapted__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,0,1,1,3,0,"B,D,A,B",453,4,457,0.0011725,ta_adapted_reason_en,7.0,6.0,1.0,0.75,1,Lower-shift
S49__bn__adapted__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"C, D, A, B",1021,10,1031,0.003213,bn_adapted_reason_en,7.0,6.0,1.0,1.0,0,Lower-shift
S49__ta__literal__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"C,D,A,B",1086,10,1096,0.003408,ta_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ta__literal__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"C, D, A, B",330,7,337,0.000558,ta_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__es__literal__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"C,D,A,B",305,4,309,0.0008025,es_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ta__adapted__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"C, D, A, B",332,7,339,0.000561,ta_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ta__adapted__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"C,D,A,B",1094,10,1104,0.003432,ta_adapted_reason_en,7.0,6.0,1.0,1.0,0,Lower-shift
S49__es__adapted__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"C,D,A,B",305,4,309,0.0008025,es_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__es__literal__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"C,D,A,B",306,7,313,0.000522,es_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ja__literal__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,C、D、A、B,418,7,425,0.001115,ja_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__es__adapted__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"C,D,A,B",400,10,410,0.00135,es_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__es__literal__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"C,D,A,B",402,10,412,0.001356,es_translation_reason_en,7.0,6.0,1.0,1.0,0,Lower-shift
S49__es__adapted__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"C, D, A, B",306,7,313,0.000522,es_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ja__adapted__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,C、D、A、B,419,7,426,0.0011175,ja_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ja__literal__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"C, D, A, B",311,7,318,0.0005295,ja_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ja__literal__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,C、D、A、B,471,10,481,0.001563,ja_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ar__literal__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,C، D، A، B,350,7,357,0.000945,ar_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ja__adapted__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,C、D、A、B,473,10,483,0.001569,ja_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ja__adapted__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"C, D, A, B",311,7,318,0.0005295,ja_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ar__adapted__chatgpt,S49,Sanctity/Degradation,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,C، D، A، B,349,7,356,0.0009425,ar_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ar__literal__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,C، D، A، B,669,10,679,0.002157,ar_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ar__literal__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"C, D, A, B",362,7,369,0.000606,ar_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ar__adapted__gemini_flash,S49,Sanctity/Degradation,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"C, D, A, B",360,7,367,0.000603,ar_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S49__ar__adapted__claude,S49,Sanctity/Degradation,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,C، D، A، B,668,10,678,0.002154,ar_adapted_reason_en,7.0,6.0,1.0,1.0,0,Lower-shift
